date,elec1,elec2,elec3,elec4,elec5
2014-11-27,233.05000000000004,670.4600000000002,471.557,657.1400000000001,0.0
2014-11-28,213.14999999999995,735.2800000000001,398.2189999999999,633.9999999999999,0.0
2014-11-29,139.04999999999995,468.62,104.47099999999999,308.44,0.0
2014-11-30,144.29999999999998,486.5000000000001,163.443,314.2599999999998,0.0
2014-12-01,245.99999999999997,768.56,465.23199999999997,665.8000000000001,0.0
2014-12-02,282.49999999999994,756.1599999999999,478.817,666.4800000000001,0.0
2014-12-03,306.79999999999995,777.2399999999999,525.1560000000001,717.5399999999998,0.0
2014-12-04,282.95,810.3199999999999,510.3930000000001,752.8000000000001,0.0
2014-12-05,327.19999999999993,773.4,496.57,697.0200000000001,0.0
2014-12-06,181.25,586.7800000000002,107.005,390.9,0.0
2014-12-07,99.3,493.7,113.99100000000001,374.0599999999999,0.0
2014-12-08,250.55000000000007,830.3600000000002,512.1390000000001,833.2599999999998,0.0
2014-12-09,283.44999999999993,890.4800000000001,607.8910000000001,840.2199999999998,0.0
2014-12-10,259.4,730.5599999999998,587.4449999999999,797.8800000000002,0.0
2014-12-11,259.1,649.2000000000002,509.52000000000004,741.8199999999998,0.0
2014-12-12,265.44999999999993,614.3000000000002,448.3759999999999,710.8,0.0
2014-12-13,185.4,415.26000000000016,113.14899999999997,331.2000000000001,0.0
2014-12-14,196.6,418.46000000000004,128.51299999999998,338.7999999999999,0.0
2014-12-15,299.75,597.7800000000001,485.01699999999994,754.32,0.0
2014-12-16,298.74999999999994,626.2,502.699,805.8399999999999,0.0
2014-12-17,274.2999999999999,585.64,513.892,776.3199999999999,0.0
2014-12-18,232.25,546.9999999999999,468.90200000000004,771.1200000000001,0.0
2014-12-19,225.99999999999997,542.1199999999999,373.517,670.5200000000001,0.0
2014-12-20,157.95000000000005,374.49999999999983,125.43999999999996,326.68,0.0
2014-12-21,165.25,390.8399999999998,147.29499999999996,340.0600000000001,0.0
2014-12-22,246.8999999999999,536.2600000000001,401.366,578.6200000000001,0.0
2014-12-23,242.39999999999998,540.7600000000001,385.13899999999995,556.72,0.0
2014-12-24,178.35000000000002,481.5199999999999,257.38300000000004,403.98,0.0
2014-12-25,161.49999999999994,409.12,113.61199999999995,284.7799999999999,0.0
2014-12-26,168.25000000000003,415.2200000000001,113.58899999999997,306.62,0.0
2014-12-27,63.5,417.4000000000001,113.782,327.28,0.0
2014-12-28,77.14999999999998,430.2200000000001,151.55699999999993,338.46,0.0
2014-12-29,183.89999999999995,485.84,325.923,591.7600000000001,0.0
