date,elec1
2014-11-15,87.46500000000002
2014-11-16,90.47900000000001
2014-11-17,203.094
2014-11-18,208.237
2014-11-19,186.91899999999998
2014-11-20,189.256
2014-11-21,178.28999999999996
2014-11-22,100.98899999999999
2014-11-23,95.30700000000002
2014-11-24,224.99399999999994
2014-11-25,216.76500000000001
2014-11-26,183.25500000000002
2014-11-27,176.724
2014-11-28,164.12
2014-11-29,116.07199999999999
2014-11-30,116.60500000000002
2014-12-01,194.71200000000002
2014-12-02,199.30900000000005
2014-12-03,220.99599999999998
2014-12-04,214.16999999999996
2014-12-05,225.83799999999997
2014-12-06,187.424
2014-12-07,178.405
2014-12-08,231.07299999999995
2014-12-09,229.033
2014-12-10,198.772
2014-12-11,214.28800000000004
2014-12-12,192.69799999999995
2014-12-13,157.75900000000001
2014-12-14,151.85400000000007
2014-12-15,200.75600000000009
2014-12-16,225.13199999999995
2014-12-17,185.278
2014-12-18,170.18299999999996
2014-12-19,197.34400000000005
2014-12-20,155.626
2014-12-21,151.07099999999997
2014-12-22,178.29499999999993
2014-12-23,162.54600000000002
2014-12-24,136.23100000000002
2014-12-25,127.74800000000002
2014-12-26,132.47199999999998
2014-12-27,145.24400000000003
2014-12-28,148.67700000000002
2014-12-29,162.26999999999998
2014-12-30,169.40199999999993
2014-12-31,150.78300000000004
